Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Breel Embolo,FW,ch Switzerland,26,1997,5,3,296,3.3,2,0,2,2,0,0,0,0,2.1,2.1,0.2,2.3,4,6,13,0.61,0,0.61,0.61,0.61,0.65,0.05,0.7,0.65,0.7,Matches
Christian Eriksen,"MF,FW",dk Denmark,31,1992,4,4,348,3.9,1,0,1,1,0,0,0,0,1.3,1.3,0.8,2.1,5,17,14,0.26,0,0.26,0.26,0.26,0.33,0.21,0.55,0.33,0.55,Matches
Eberechi Eze,"DF,MF",eng England,25,1998,3,0,102,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,6,1,7,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
Wout Faes,DF,be Belgium,25,1998,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,Matches
Nicolò Fagioli,MF,it Italy,22,2001,2,1,95,1.1,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,0.02,0.02,0.03,0.02,0.03,Matches
João Félix,"MF,FW",pt Portugal,24,1999,2,1,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,2,6,15,0,0,0,0,0,0.14,0.35,0.49,0.14,0.49,Matches
Bruno Fernandes,MF,pt Portugal,29,1994,4,4,374,4.2,1,0,1,1,0,0,0,0,1.2,1.2,0.8,2,17,39,33,0.24,0,0.24,0.24,0.24,0.32,0.21,0.53,0.32,0.53,Matches
Attila Fiola,DF,hu Hungary,33,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
Phil Foden,"FW,MF",eng England,23,2000,7,7,617,6.9,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.1,7,22,44,0,0,0,0,0,0.08,0.08,0.16,0.08,0.16,Matches
Youssouf Fofana,MF,fr France,25,1999,3,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
Michael Folorunsho,FW,it Italy,25,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Przemysław Frankowski,DF,pl Poland,28,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.4,0.4,6,11,9,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
Davide Frattesi,MF,it Italy,24,1999,4,2,185,2.1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,2,4,13,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
Remo Freuler,MF,ch Switzerland,31,1992,5,5,456,5.1,1,2,3,1,0,0,1,0,0.3,0.3,0.6,0.9,7,22,17,0.2,0.39,0.59,0.2,0.59,0.05,0.12,0.18,0.05,0.18,Matches
Jeremie Frimpong,FW,nl Netherlands,23,2000,3,1,86,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,2,10,0,0,0,0,0,0.06,0.05,0.12,0.06,0.12,Matches
Chris Führich,FW,de Germany,26,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
Niclas Füllkrug,FW,de Germany,30,1993,5,0,166,1.8,2,0,2,2,0,0,0,0,1,1,0.6,1.6,2,4,12,1.08,0,1.08,1.08,1.08,0.69,0.4,1.09,0.69,1.09,Matches
Mijat Gaćinović,DF,rs Serbia,28,1995,1,0,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,0,4,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
Cody Gakpo,FW,nl Netherlands,24,1999,6,6,523,5.8,3,1,4,3,0,0,0,0,1.1,1.1,2,3,22,11,55,0.52,0.17,0.69,0.52,0.69,0.18,0.34,0.52,0.18,0.52,Matches
Conor Gallagher,MF,eng England,23,2000,5,1,120,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
Dániel Gazdag,MF,hu Hungary,27,1996,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lutsharel Geertruida,DF,nl Netherlands,23,2000,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,5,0,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
Billy Gilmour,MF,sct Scotland,22,2001,3,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
Olivier Giroud,FW,fr France,37,1986,4,0,59,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,5,0,0,0,0,0,0.23,0.06,0.29,0.23,0.29,Matches
Klaus Gjasula,MF,al Albania,34,1989,1,0,19,0.2,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,0,3,0,4.74,0,4.74,4.74,4.74,1.48,0,1.48,1.48,1.48,Matches
Adam Gnezda Čerin,MF,si Slovenia,24,1999,4,4,390,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,4,11,5,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,Matches
Anthony Gordon,FW,eng England,22,2001,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.84,0.84,0,0.84,Matches
Jon Gorenc Stanković,MF,si Slovenia,28,1996,4,0,94,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
Michael Gregoritsch,FW,at Austria,29,1994,4,1,126,1.4,1,0,1,1,0,0,0,0,0.9,0.9,0,0.9,0,3,9,0.71,0,0.71,0.71,0.71,0.68,0,0.68,0.68,0.68,Matches
Antoine Griezmann,"MF,FW",fr France,32,1991,6,4,394,4.4,0,0,0,0,0,0,1,0,2,2,0.3,2.3,7,24,23,0,0,0,0,0,0.45,0.08,0.53,0.45,0.53,Matches
Florian Grillitsch,MF,at Austria,28,1995,4,3,194,2.2,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,5,22,3,0,0.46,0.46,0,0.46,0.09,0.06,0.15,0.09,0.15,Matches
Álex Grimaldo,DF,es Spain,28,1995,2,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0.6,0.6,4,6,13,0,0,0,0,0,0,0.47,0.47,0,0.47,Matches
Pascal Groß,MF,de Germany,32,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
Kamil Grosicki,MF,pl Poland,35,1988,1,0,16,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,1,0,0,0,0,0,1.61,0,1.61,1.61,1.61,Matches
Nemanja Gudelj,MF,rs Serbia,32,1991,2,2,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Matches
Marc Guéhi,DF,eng England,23,2000,6,6,570,6.3,0,1,1,0,0,0,2,0,0.2,0.2,0.1,0.3,3,18,1,0,0.16,0.16,0,0.16,0.03,0.02,0.05,0.03,0.05,Matches
Péter Gulácsi,GK,hu Hungary,33,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Arda Güler,"FW,MF",tr Türkiye,18,2005,5,4,340,3.8,1,2,3,1,0,0,1,0,0.3,0.3,1.4,1.6,9,20,18,0.26,0.53,0.79,0.26,0.79,0.07,0.36,0.43,0.07,0.43,Matches
İlkay Gündoğan,MF,de Germany,33,1990,5,5,383,4.3,1,1,2,1,0,0,0,0,0.8,0.8,0.2,1,4,21,26,0.23,0.23,0.47,0.23,0.47,0.18,0.05,0.23,0.18,0.23,Matches
Angus Gunn,GK,sct Scotland,28,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mert Günok,GK,tr Türkiye,34,1989,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Joško Gvardiol,DF,hr Croatia,22,2002,3,3,270,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,15,8,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
Giorgi Gwelesiani,DF,ge Georgia,32,1991,3,2,162,1.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Norbert Gyömbér,DF,sk Slovakia,31,1992,2,0,32,0.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,4,4,0,0,0,0,0,0,0,4.13,4.13,0,4.13,Matches
Ianis Hagi,MF,ro Romania,25,1998,4,2,188,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,5,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1,Matches
Dávid Hancko,DF,sk Slovakia,26,1997,4,4,366,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,6,20,14,0,0,0,0,0,0.07,0.01,0.07,0.07,0.07,Matches
Grant Hanley,DF,sct Scotland,32,1991,3,2,225,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,4,0,0,0,0,0,0,0.09,0.03,0.12,0.09,0.12,Matches
Lukáš Haraslín,FW,sk Slovakia,27,1996,4,4,264,2.9,0,1,1,0,0,0,0,0,0.5,0.5,0.6,1.1,13,2,20,0,0.34,0.34,0,0.34,0.16,0.2,0.36,0.16,0.36,Matches
Kai Havertz,"FW,MF",de Germany,24,1999,5,5,389,4.3,2,1,3,0,2,2,0,0,4.1,2.5,0.3,2.8,12,11,38,0.46,0.23,0.69,0,0.23,0.95,0.06,1.01,0.59,0.65,Matches
Jack Hendry,DF,sct Scotland,28,1995,3,3,261,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
Benjamin Henrichs,DF,de Germany,26,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
Theo Hernández,DF,fr France,26,1997,6,6,570,6.3,0,0,0,0,0,0,0,0,0.4,0.4,1,1.4,22,38,63,0,0,0,0,0,0.06,0.17,0.24,0.06,0.24,Matches
Morten Hjulmand,MF,dk Denmark,24,1999,3,3,245,2.7,1,0,1,1,0,0,2,0,0.1,0.1,0.1,0.2,1,18,7,0.37,0,0.37,0.37,0.37,0.05,0.02,0.07,0.05,0.07,Matches
Adam Hložek,MF,cz Czechia,21,2002,2,2,108,1.2,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,1,3,0,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches
Tomáš Holeš,DF,cz Czechia,30,1993,3,3,269,3,0,0,0,0,0,0,1,0,0,0,0,0.1,1,8,0,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches
Arbër Hoxha,"FW,MF",al Albania,25,1998,3,0,50,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,7,1,3,0,0,0,0,0,0.17,0.08,0.25,0.17,0.25,Matches
Robin Hranáč,DF,cz Czechia,24,2000,3,3,270,3,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,1,8,1,0,0.33,0.33,0,0.33,0.11,0.16,0.27,0.11,0.27,Matches
Elseid Hysaj,DF,al Albania,29,1994,2,2,180,2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,5,2,0,0,0,0,0,0.04,0.07,0.11,0.04,0.11,Matches
Pierre Højbjerg,MF,dk Denmark,28,1995,4,4,353,3.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,7,33,13,0,0,0,0,0,0.05,0.06,0.12,0.05,0.12,Matches
Rasmus Højlund,FW,dk Denmark,20,2003,4,4,286,3.2,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,6,3,28,0,0,0,0,0,0.21,0.04,0.25,0.21,0.25,Matches
Ivan Ilić,MF,rs Serbia,22,2001,3,2,201,2.2,0,1,1,0,0,0,0,0,0,0,0.3,0.4,3,13,6,0,0.45,0.45,0,0.45,0.02,0.15,0.17,0.02,0.17,Matches
Josip Iličić,"FW,MF",si Slovenia,36,1988,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches
Gonçalo Inácio,DF,pt Portugal,22,2001,2,1,118,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,9,25,2,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
Luka Ivanušec,MF,hr Croatia,25,1998,1,0,21,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Erik Janža,DF,si Slovenia,30,1993,3,3,269,3,1,0,1,1,0,0,2,0,0,0,0.6,0.6,3,11,5,0.33,0,0.33,0.33,0.33,0.01,0.19,0.21,0.01,0.21,Matches
Jorginho,MF,it Italy,32,1991,3,3,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,1,18,4,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Joselu,FW,es Spain,33,1990,2,1,90,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,0,1,0,0,0,0,0,0.24,0,0.24,0.24,0.24,Matches
Diogo Jota,"FW,MF",pt Portugal,27,1996,3,0,100,1.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,6,2,13,0,0,0,0,0,0.86,0.4,1.26,0.86,1.26,Matches
Luka Jović,"MF,FW",rs Serbia,26,1997,3,0,102,1.1,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,1,1,3,0.88,0,0.88,0.88,0.88,0.17,0.04,0.2,0.17,0.2,Matches
Josip Juranović,DF,hr Croatia,28,1995,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,3,10,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
David Jurásek,DF,cz Czechia,23,2000,2,2,160,1.8,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.6,0,2,16,0,0,0,0,0,0.15,0.21,0.36,0.15,0.36,Matches
Matěj Jurásek,"DF,MF",cz Czechia,20,2003,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,6,2,13,0,0,0,0,0,0.17,0.08,0.25,0.17,0.25,Matches
Ferdi Kadioglu,"DF,MF",tr Türkiye,24,1999,5,5,450,5,0,0,0,0,0,0,0,0,0.1,0.1,0.9,0.9,22,24,21,0,0,0,0,0,0.01,0.17,0.19,0.01,0.19,Matches
İrfan Kahveci,FW,tr Türkiye,28,1995,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Otar Kakabadze,"DF,MF",ge Georgia,28,1995,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0.6,0.6,3,12,9,0,0,0,0,0,0,0.15,0.16,0,0.16,Matches
Harry Kane,FW,eng England,30,1993,7,7,601,6.7,3,0,3,2,1,1,2,0,2.8,2.1,0.3,2.3,3,18,18,0.45,0,0.45,0.3,0.3,0.42,0.04,0.46,0.31,0.35,Matches
N'Golo Kanté,MF,fr France,32,1991,6,6,511,5.7,0,0,0,0,0,0,0,0,0.1,0.1,1.4,1.5,16,44,19,0,0,0,0,0,0.03,0.26,0.29,0.03,0.29,Matches
Žan Karničnik,DF,si Slovenia,29,1994,4,4,390,4.3,1,0,1,1,0,0,1,0,0.5,0.5,0,0.5,8,7,10,0.23,0,0.23,0.23,0.23,0.13,0,0.13,0.13,0.13,Matches
Guram Kashia,DF,ge Georgia,36,1987,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
Milos Kerkez,DF,hu Hungary,20,2003,3,3,237,2.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,9,5,9,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
Semih Kılıçsoy,FW,tr Türkiye,18,2005,1,0,2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,1,0,0,0,0,0,9.23,0,9.23,9.23,9.23,Matches
Joshua Kimmich,DF,de Germany,28,1995,5,5,480,5.3,0,2,2,0,0,0,0,0,0.4,0.4,1.4,1.8,14,39,52,0,0.37,0.37,0,0.37,0.08,0.27,0.35,0.08,0.35,Matches
Otar Kiteishvili,MF,ge Georgia,27,1996,2,2,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Jakub Kiwior,DF,pl Poland,23,2000,3,3,270,3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,2,4,5,0,0,0,0,0,0.05,0.07,0.12,0.05,0.12,Matches
László Kleinheisler,MF,hu Hungary,29,1994,2,0,51,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
Giorgi Kochorashvili,MF,ge Georgia,24,1999,4,4,360,4,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,4,18,4,0,0.25,0.25,0,0.25,0.08,0.09,0.17,0.08,0.17,Matches
Orkun Kökçü,MF,tr Türkiye,23,2000,4,3,221,2.5,0,2,2,0,0,0,2,0,1,1,1.1,2.1,7,11,10,0,0.81,0.81,0,0.81,0.4,0.47,0.87,0.4,0.87,Matches
Randal Kolo Muani,FW,fr France,25,1998,5,2,201,2.2,1,0,1,1,0,0,0,0,0.8,0.8,0,0.8,4,2,13,0.45,0,0.45,0.45,0.45,0.34,0.01,0.35,0.34,0.35,Matches
Yukhym Konoplia,DF,ua Ukraine,24,1999,1,1,71,0.8,0,0,0,0,0,0,1,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,Matches
Ezri Konsa,DF,eng England,26,1997,3,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
Filip Kostić,DF,rs Serbia,31,1992,1,1,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Matches
Jules Koundé,DF,fr France,25,1998,6,6,570,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1,14,36,41,0,0,0,0,0,0.03,0.15,0.17,0.03,0.17,Matches
Mateo Kovačić,MF,hr Croatia,29,1994,3,3,223,2.5,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,12,11,4,0,0,0,0,0,0.21,0.06,0.26,0.21,0.26,Matches
Matej Kovar,GK,cz Czechia,23,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Andrej Kramarić,FW,hr Croatia,32,1991,3,3,243,2.7,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,5,7,32,0.37,0,0.37,0.37,0.37,0.28,0.07,0.35,0.28,0.35,Matches
Ladislav Krejčí,DF,cz Czechia,24,1999,3,3,270,3,0,0,0,0,0,0,1,0,0.3,0.3,0,0.4,6,19,0,0,0,0,0,0,0.11,0.01,0.13,0.11,0.13,Matches
Toni Kroos,MF,de Germany,34,1990,5,5,469,5.2,0,0,0,0,0,0,1,0,0.2,0.2,0.8,1,2,67,7,0,0,0,0,0,0.03,0.16,0.2,0.03,0.2,Matches
Jan Kuchta,FW,cz Czechia,27,1997,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,Matches
Juraj Kucka,MF,sk Slovakia,36,1987,4,4,350,3.9,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,3,6,10,0,0.26,0.26,0,0.26,0.11,0.12,0.23,0.11,0.23,Matches
Jasmin Kurtić,FW,si Slovenia,35,1989,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Khvicha Kvaratskhelia,FW,ge Georgia,22,2001,4,4,342,3.8,1,0,1,1,0,0,0,0,1,1,0.6,1.6,16,10,19,0.26,0,0.26,0.26,0.26,0.26,0.16,0.42,0.26,0.42,Matches
Nika Kvekveskiri,MF,ge Georgia,31,1992,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
Giorgi Kvilitaia,FW,ge Georgia,30,1993,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saba Kvirkvelia,DF,ge Georgia,31,1992,3,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,Matches
Qazim Laçi,"MF,FW",al Albania,28,1996,3,2,163,1.8,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,2,4,9,0.55,0,0.55,0.55,0.55,0.18,0.04,0.22,0.18,0.22,Matches
Konrad Laimer,"MF,FW",at Austria,26,1997,4,3,270,3,0,0,0,0,0,0,1,0,0.5,0.5,0,0.6,7,17,10,0,0,0,0,0,0.18,0.01,0.18,0.18,0.18,Matches
Ádám Lang,DF,hu Hungary,31,1993,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
Aymeric Laporte,DF,es Spain,29,1994,6,6,525,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,13,46,1,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
Robin Le Normand,DF,es Spain,27,1996,6,5,442,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0,0.4,3,19,1,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,Matches
Rafael Leão,FW,pt Portugal,24,1999,4,4,287,3.2,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,28,13,32,0,0,0,0,0,0.06,0.15,0.21,0.06,0.21,Matches
Robert Lewandowski,FW,pl Poland,35,1988,2,1,121,1.3,1,0,1,0,1,1,1,0,1,0.2,0.1,0.2,0,2,5,0.74,0,0.74,0,0,0.71,0.05,0.76,0.12,0.17,Matches
Philipp Lienhart,DF,at Austria,27,1996,3,3,214,2.4,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,2,8,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
Ondřej Lingr,"MF,FW",cz Czechia,25,1998,3,0,83,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,2,6,0,0,0,0,0,0.51,0,0.51,0.51,0.51,Matches
Dominik Livaković,GK,hr Croatia,29,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stanislav Lobotka,MF,sk Slovakia,29,1994,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,8,17,1,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,Matches
Saba Lobzhanidze,FW,ge Georgia,29,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,0,2,0,0,0,0,0,1.82,0,1.82,1.82,1.82,Matches
Luka Lochoshvili,"DF,MF",ge Georgia,25,1998,4,2,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
Fermin López,MF,es Spain,20,2003,1,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,1,0,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
Romelu Lukaku,FW,be Belgium,30,1993,4,4,359,4,0,1,1,0,0,0,0,0,1.7,1.7,0.2,1.9,6,3,19,0,0.25,0.25,0,0.25,0.42,0.06,0.48,0.42,0.48,Matches
Dodi Lukebakio,"FW,DF",be Belgium,26,1997,3,1,65,0.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.4,3,1,13,0,0,0,0,0,0.33,0.19,0.52,0.33,0.52,Matches
Saša Lukić,MF,rs Serbia,27,1996,3,3,209,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,5,5,7,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
Andriy Lunin,GK,ua Ukraine,24,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mike Maignan,GK,fr France,28,1995,6,6,570,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
